vBestLabels1,vBestLabels2,vBestLabels3,vBestLabels4,vBestLabels5,vBestLabels6,vBestLabels7
468,0.70368601800524,20,Polygon,Sammon,cosine,weighted
469,0.703512789988114,10,Histogram,tSNE,cityblock,median
470,0.703382740112492,20,Histogram,tSNE,chebychev,median
471,0.703292410080253,10,Histogram,Laplacian,cosine,centroid
472,0.703281179190497,20,Polygon,Sammon,correlation,median
473,0.703208145612855,20,Polygon,Sammon,cityblock,ward
474,0.703102481513831,10,Polygon,tSNE,chebychev,complete
475,0.703093609791403,10,Polygon,Laplacian,euclidean,single
476,0.703093609791403,10,Polygon,Laplacian,squaredeuclidean,single
477,0.703093609791403,10,Polygon,Laplacian,minkowski,single
478,0.703025935024403,10,Polygon,SPE,cosine,weighted
479,0.702692371166942,20,Polygon,SPE,euclidean,centroid
480,0.702692371166942,20,Polygon,SPE,minkowski,centroid
481,0.70264403465951,20,Polygon,Laplacian,spearman,weighted
482,0.702624817026912,10,Histogram,tSNE,squaredeuclidean,centroid
483,0.702618823664917,20,Polygon,MCML,correlation,average
484,0.702540646770835,20,Histogram,tSNE,seuclidean,average
485,0.702489839770522,20,Histogram,tSNE,chebychev,centroid
486,0.702423389118532,5,Polygon,tSNE,chebychev,weighted
487,0.702278648450175,20,Histogram,FactorAnalysis,cosine,average
488,0.702190225226716,10,Histogram,Laplacian,correlation,centroid
489,0.702179854935085,10,Histogram,tSNE,cityblock,centroid
490,0.701953308447115,10,Histogram,tSNE,mahalanobis,median
491,0.701900282578246,20,Polygon,Sammon,spearman,ward
492,0.701644723328171,10,Histogram,Laplacian,correlation,average
493,0.701570640739988,20,Histogram,Laplacian,correlation,single
494,0.701401246575138,20,Polygon,Sammon,squaredeuclidean,weighted
495,0.7011503385954,20,Polygon,LLE,correlation,weighted
496,0.701078117986866,20,Histogram,tSNE,euclidean,centroid
497,0.701078117986866,20,Histogram,tSNE,minkowski,centroid
498,0.701049553693654,20,Histogram,tSNE,cityblock,weighted
499,0.700971339191994,20,Polygon,SPE,chebychev,median
500,0.700909060962813,10,Histogram,tSNE,seuclidean,weighted
501,0.700818319321074,5,Polygon,tSNE,euclidean,complete
502,0.700818319321074,5,Polygon,tSNE,squaredeuclidean,complete
503,0.700818319321074,5,Polygon,tSNE,minkowski,complete
504,0.700799194967713,2,Polygon,LMNN,cityblock,ward
505,0.700799194967713,5,Polygon,LMNN,cityblock,ward
506,0.700799194967713,10,Polygon,LMNN,cityblock,ward
507,0.700799194967713,20,Polygon,LMNN,cityblock,ward
508,0.700713960166779,10,Histogram,tSNE,mahalanobis,average
509,0.700604472185844,2,Polygon,LMNN,mahalanobis,ward
510,0.700604472185844,5,Polygon,LMNN,mahalanobis,ward
511,0.700604472185844,10,Polygon,LMNN,mahalanobis,ward
512,0.700604472185844,20,Polygon,LMNN,mahalanobis,ward
513,0.700262481474699,20,Polygon,MCML,squaredeuclidean,ward
514,0.700098916678701,10,Histogram,tSNE,seuclidean,median
515,0.700095798554926,10,Polygon,tSNE,spearman,weighted
516,0.699971824223106,5,Histogram,tSNE,euclidean,median
517,0.699971824223106,5,Histogram,tSNE,minkowski,median
518,0.699782763870377,20,Histogram,SPE,seuclidean,average
519,0.699649125236894,10,Polygon,tSNE,mahalanobis,complete
520,0.699547334520975,5,Histogram,tSNE,mahalanobis,median
521,0.699387437761651,20,Polygon,MCML,cosine,ward
522,0.699370678744049,20,Histogram,tSNE,chebychev,average
523,0.699265317380786,10,Histogram,tSNE,squaredeuclidean,average
524,0.699230080062141,2,Polygon,LMNN,spearman,centroid
525,0.699230080062141,5,Polygon,LMNN,spearman,centroid
526,0.699230080062141,10,Polygon,LMNN,spearman,centroid
527,0.699230080062141,20,Polygon,LMNN,spearman,centroid
528,0.69903870494731,20,Polygon,LLE,correlation,average
529,0.698822971518355,10,Histogram,tSNE,mahalanobis,weighted
530,0.698767261601766,20,Polygon,Sammon,spearman,complete
531,0.698728484718533,5,Polygon,tSNE,chebychev,ward
532,0.698616888397032,20,Histogram,tSNE,cityblock,median
533,0.698469206165989,10,Histogram,tSNE,euclidean,centroid
534,0.698469206165989,10,Histogram,tSNE,minkowski,centroid
535,0.698426208134393,20,Polygon,Sammon,seuclidean,average
536,0.698394513470023,20,Polygon,MCML,correlation,weighted
537,0.698368157542506,5,Histogram,tSNE,chebychev,centroid
538,0.698287897805964,5,Polygon,SPE,cityblock,complete
539,0.698278186846395,5,Polygon,SPE,cityblock,ward
540,0.698214775505939,20,Polygon,Sammon,spearman,median
541,0.698095113999356,20,Histogram,tSNE,spearman,complete
542,0.69806582748881,10,Histogram,tSNE,euclidean,average
543,0.69806582748881,10,Histogram,tSNE,minkowski,average
544,0.698016333119128,5,Polygon,tSNE,squaredeuclidean,ward
545,0.697925577507734,10,Polygon,SPE,spearman,complete
546,0.697907785905441,10,Polygon,Laplacian,spearman,average
547,0.697898594579374,10,Histogram,tSNE,chebychev,average
548,0.697893621900698,20,Polygon,DiffusionMaps,correlation,average
549,0.697502779680561,10,Histogram,tSNE,euclidean,weighted
550,0.697502779680561,10,Histogram,tSNE,minkowski,weighted
551,0.69744646275873,5,Polygon,tSNE,cityblock,ward
552,0.697304686220091,10,Polygon,tSNE,seuclidean,complete
553,0.697247500267632,10,Histogram,tSNE,squaredeuclidean,weighted
554,0.697221560997033,10,Histogram,tSNE,seuclidean,average
555,0.697205597900078,20,Histogram,tSNE,chebychev,complete
556,0.697203136026751,5,Polygon,tSNE,cosine,complete
557,0.696997721021307,20,Histogram,SPE,euclidean,average
558,0.696997721021307,20,Histogram,SPE,minkowski,average
559,0.696986060986568,20,Polygon,MCML,correlation,ward
560,0.696867642397638,20,Histogram,tSNE,mahalanobis,average
561,0.696867623112913,10,Polygon,Laplacian,cosine,average
562,0.696735284386514,20,Polygon,tSNE,mahalanobis,complete
563,0.69660666509163,5,Histogram,tSNE,euclidean,weighted
564,0.69660666509163,5,Histogram,tSNE,minkowski,weighted
565,0.696525762920517,20,Polygon,Laplacian,cosine,single
566,0.696525686459837,5,Polygon,SPE,correlation,centroid
567,0.696474448822746,10,Histogram,tSNE,chebychev,median
568,0.696393698882921,20,Histogram,tSNE,squaredeuclidean,centroid
569,0.696147727697001,20,Histogram,LLE,spearman,centroid
570,0.696132519799796,20,Polygon,Laplacian,cityblock,average
571,0.695986548940994,10,Histogram,tSNE,seuclidean,centroid
572,0.695858996804225,10,Histogram,tSNE,cityblock,weighted
573,0.695653072002742,5,Polygon,tSNE,seuclidean,complete
574,0.695606039453987,10,Polygon,Laplacian,spearman,centroid
575,0.695504061785574,20,Histogram,tSNE,seuclidean,weighted
576,0.695488363037096,5,Polygon,tSNE,euclidean,ward
577,0.695488363037096,5,Polygon,tSNE,minkowski,ward
578,0.695481340259947,5,Polygon,tSNE,seuclidean,ward
579,0.69544016446423,20,Polygon,Laplacian,spearman,average
580,0.695074750500026,20,Histogram,tSNE,cityblock,average
581,0.695023049544297,20,Histogram,Laplacian,spearman,centroid
582,0.694902156679917,20,Polygon,Laplacian,seuclidean,average
583,0.694810350221228,20,Histogram,SPE,euclidean,weighted
584,0.694810350221228,20,Histogram,SPE,minkowski,weighted
585,0.694801659440647,20,Histogram,tSNE,squaredeuclidean,weighted
586,0.694734766414958,20,Polygon,tSNE,seuclidean,complete
587,0.694732774345409,10,Polygon,Laplacian,correlation,average
588,0.694715853287197,20,Histogram,tSNE,euclidean,average
589,0.694715853287197,20,Histogram,tSNE,minkowski,average
590,0.694695507063292,5,Histogram,tSNE,cosine,median
591,0.694551365932149,10,Polygon,SPE,chebychev,median
592,0.694525431837267,5,Histogram,tSNE,euclidean,centroid
593,0.694525431837267,5,Histogram,tSNE,minkowski,centroid
594,0.694370394713965,5,Histogram,tSNE,chebychev,median
595,0.694275916388061,5,Polygon,tSNE,cityblock,complete
596,0.694115756744997,2,Polygon,LMNN,cosine,complete
597,0.694115756744997,5,Polygon,LMNN,cosine,complete
598,0.694115756744997,10,Polygon,LMNN,cosine,complete
599,0.694115756744997,20,Polygon,LMNN,cosine,complete
600,0.694080971285838,20,Histogram,tSNE,squaredeuclidean,median
601,0.694040173642459,10,Polygon,tSNE,spearman,centroid
602,0.693990905990079,20,Polygon,MCML,cityblock,ward
603,0.693460760427784,20,Polygon,Sammon,seuclidean,weighted
604,0.693401848096957,10,Polygon,tSNE,spearman,average
605,0.693355555719744,20,Histogram,tSNE,squaredeuclidean,average
606,0.693287039722338,20,Histogram,tSNE,euclidean,weighted
607,0.693287039722338,20,Histogram,tSNE,minkowski,weighted
608,0.693175325295633,20,Histogram,Laplacian,cosine,single
609,0.693128291830344,10,Histogram,tSNE,euclidean,median
610,0.693128291830344,10,Histogram,tSNE,minkowski,median
611,0.693056628500553,20,Polygon,Laplacian,correlation,average
612,0.692945998452067,5,Histogram,tSNE,mahalanobis,average
613,0.692941981706605,20,Histogram,FactorAnalysis,cosine,centroid
614,0.692882285880369,20,Histogram,tSNE,chebychev,weighted
615,0.692788473299836,2,Polygon,LMNN,cosine,centroid
616,0.692788473299836,5,Polygon,LMNN,cosine,centroid
617,0.692788473299836,10,Polygon,LMNN,cosine,centroid
618,0.692788473299836,20,Polygon,LMNN,cosine,centroid
619,0.692773118026839,20,Histogram,tSNE,mahalanobis,weighted
620,0.692736553931217,20,Polygon,Laplacian,correlation,centroid
621,0.69267089231343,10,Polygon,Laplacian,seuclidean,single
622,0.692599723143128,5,Polygon,SPE,seuclidean,median
623,0.692108749232473,5,Histogram,tSNE,mahalanobis,weighted
624,0.691732285515898,5,Polygon,SPE,euclidean,median
625,0.691732285515898,5,Polygon,SPE,minkowski,median
626,0.691640760048683,10,Polygon,Laplacian,correlation,weighted
627,0.691634959101233,20,Polygon,Laplacian,mahalanobis,average
628,0.691606517214536,20,Polygon,Sammon,cityblock,complete
629,0.69126416137384,20,Histogram,SPE,spearman,weighted
630,0.691219830918391,20,Polygon,Laplacian,cityblock,centroid
631,0.690977606434414,5,Histogram,tSNE,cosine,ward
632,0.690679762179987,20,Polygon,Sammon,euclidean,weighted
633,0.690679762179987,20,Polygon,Sammon,minkowski,weighted
634,0.690611714066121,10,Polygon,tSNE,spearman,complete
635,0.690358038525422,10,Histogram,tSNE,mahalanobis,complete
636,0.690289162813202,5,Histogram,tSNE,squaredeuclidean,weighted
637,0.690216336376498,2,Polygon,LMNN,spearman,weighted
638,0.690216336376498,5,Polygon,LMNN,spearman,weighted
639,0.690216336376498,10,Polygon,LMNN,spearman,weighted
640,0.690216336376498,20,Polygon,LMNN,spearman,weighted
641,0.689969326120569,5,Histogram,tSNE,cosine,weighted
642,0.689833568873623,10,Polygon,Laplacian,correlation,centroid
643,0.68981699873961,20,Polygon,LLE,spearman,average
644,0.6896151680881,20,Histogram,Laplacian,correlation,weighted
645,0.689613167029206,20,Histogram,tSNE,euclidean,median
646,0.689613167029206,20,Histogram,tSNE,minkowski,median
647,0.689434226779,10,Histogram,Laplacian,cosine,average
648,0.689236949096439,20,Histogram,SPE,seuclidean,weighted
649,0.689214075337701,20,Histogram,SPE,correlation,ward
650,0.689092619189111,20,Polygon,MCML,mahalanobis,ward
651,0.688857164286118,20,Polygon,SPE,chebychev,centroid
652,0.688827276705784,10,Histogram,tSNE,cityblock,average
653,0.688762817533996,20,Polygon,MCML,spearman,average
654,0.688735837940662,10,Histogram,tSNE,chebychev,weighted
655,0.688708825105993,10,Histogram,tSNE,squaredeuclidean,median
656,0.688647308697741,5,Histogram,tSNE,cityblock,median
657,0.68848270243383,5,Histogram,tSNE,chebychev,weighted
658,0.688205036522119,20,Polygon,MCML,cosine,centroid
659,0.688179447300763,20,Polygon,MCML,cosine,average
660,0.688084996793919,20,Histogram,SPE,cosine,weighted
661,0.687945467456494,5,Histogram,tSNE,euclidean,average
662,0.687945467456494,5,Histogram,tSNE,minkowski,average
663,0.687736680629106,20,Polygon,Laplacian,cityblock,complete
664,0.687252888842714,20,Polygon,SPE,seuclidean,centroid
665,0.687194541296582,10,Polygon,Laplacian,cosine,median
666,0.687151957399899,20,Polygon,Laplacian,squaredeuclidean,weighted
667,0.686908362658507,20,Histogram,FactorAnalysis,correlation,centroid
668,0.686872711230002,10,Histogram,tSNE,seuclidean,complete
669,0.686864732512811,10,Polygon,SPE,spearman,ward
670,0.686800323965873,20,Histogram,Laplacian,correlation,median
671,0.686761475299085,10,Histogram,tSNE,cityblock,ward
672,0.686667292796475,10,Histogram,tSNE,chebychev,complete
673,0.686627402358802,20,Polygon,MCML,seuclidean,ward
674,0.68650570384504,5,Histogram,tSNE,seuclidean,average
675,0.686241483434415,20,Histogram,SPE,squaredeuclidean,ward
676,0.686120885708504,5,Polygon,tSNE,chebychev,complete
677,0.686110885282466,20,Polygon,Laplacian,euclidean,average
678,0.686110885282466,20,Polygon,Laplacian,minkowski,average
679,0.685935501428505,5,Histogram,tSNE,squaredeuclidean,average
680,0.685929929249018,20,Polygon,Laplacian,correlation,median
681,0.685827001725454,2,Polygon,LMNN,euclidean,ward
682,0.685827001725454,5,Polygon,LMNN,euclidean,ward
683,0.685827001725454,10,Polygon,LMNN,euclidean,ward
684,0.685827001725454,20,Polygon,LMNN,euclidean,ward
685,0.685827001725454,2,Polygon,LMNN,minkowski,ward
686,0.685827001725454,5,Polygon,LMNN,minkowski,ward
687,0.685827001725454,10,Polygon,LMNN,minkowski,ward
688,0.685827001725454,20,Polygon,LMNN,minkowski,ward
689,0.685817215223752,5,Polygon,SPE,cosine,median
690,0.685447670255588,20,Polygon,Laplacian,cosine,centroid
691,0.685127820405832,20,Polygon,Isomap,cosine,ward
692,0.684982180660496,20,Histogram,tSNE,seuclidean,complete
693,0.684888106265748,20,Histogram,FactorAnalysis,spearman,average
694,0.684886579307476,2,Polygon,LMNN,chebychev,ward
695,0.684886579307476,5,Polygon,LMNN,chebychev,ward
696,0.684886579307476,10,Polygon,LMNN,chebychev,ward
697,0.684886579307476,20,Polygon,LMNN,chebychev,ward
698,0.684674264878604,10,Polygon,tSNE,spearman,ward
699,0.684532784764553,5,Histogram,tSNE,seuclidean,centroid
700,0.684411304915384,5,Histogram,tSNE,seuclidean,weighted
701,0.684247357684479,10,Histogram,Laplacian,correlation,median
702,0.68421269158863,20,Histogram,SPE,correlation,complete
703,0.684198726359088,20,Histogram,Laplacian,correlation,average
704,0.684136646452817,10,Polygon,Laplacian,cosine,weighted
705,0.684119485916749,10,Histogram,tSNE,cityblock,complete
706,0.68395126972707,20,Polygon,Laplacian,euclidean,centroid
707,0.68395126972707,20,Polygon,Laplacian,minkowski,centroid
708,0.68388328335609,5,Histogram,tSNE,seuclidean,ward
709,0.683862569043326,20,Polygon,MCML,cosine,complete
710,0.68378228364904,20,Histogram,tSNE,squaredeuclidean,ward
711,0.683637883760028,5,Histogram,tSNE,mahalanobis,ward
712,0.683618212419845,5,Histogram,tSNE,cityblock,average
713,0.683580765985357,10,Histogram,tSNE,euclidean,ward
714,0.683580765985357,10,Histogram,tSNE,minkowski,ward
715,0.683578436315559,20,Polygon,Sammon,chebychev,complete
716,0.68357456143372,20,Histogram,tSNE,chebychev,ward
717,0.683506290727026,5,Histogram,tSNE,cityblock,weighted
718,0.683489262565866,10,Histogram,Laplacian,seuclidean,median
719,0.68341001145036,10,Histogram,Laplacian,mahalanobis,average
720,0.683303013115739,20,Histogram,tSNE,euclidean,complete
721,0.683303013115739,20,Histogram,tSNE,squaredeuclidean,complete
722,0.683303013115739,20,Histogram,tSNE,minkowski,complete
723,0.683221021543539,5,Histogram,tSNE,squaredeuclidean,centroid
724,0.683170431098806,20,Polygon,Sammon,squaredeuclidean,average
725,0.683091252912801,10,Polygon,Laplacian,cosine,single
726,0.683000047364763,20,Histogram,SPE,squaredeuclidean,average
727,0.682944239578816,20,Polygon,Laplacian,squaredeuclidean,centroid
728,0.682723307770805,10,Histogram,tSNE,seuclidean,ward
729,0.682687140645973,20,Histogram,tSNE,seuclidean,ward
730,0.682431023934026,20,Polygon,MCML,correlation,complete
731,0.682409501788198,5,Polygon,SPE,cosine,weighted
732,0.682373605522341,10,Polygon,Laplacian,spearman,median
733,0.68231386632966,5,Histogram,tSNE,cityblock,centroid
734,0.682247331175838,20,Polygon,NCA,seuclidean,ward
735,0.682007642675898,20,Polygon,LLE,cosine,weighted
736,0.681961267000502,20,Histogram,SPE,spearman,ward
737,0.681780294125194,20,Histogram,tSNE,mahalanobis,ward
738,0.681708421046073,10,Histogram,tSNE,chebychev,ward
739,0.68165476534188,5,Histogram,tSNE,mahalanobis,complete
740,0.681508412860529,5,Histogram,tSNE,cityblock,ward
741,0.681479167611971,5,Histogram,tSNE,correlation,average
742,0.681464310588123,20,Polygon,Laplacian,mahalanobis,weighted
743,0.681418880048627,20,Polygon,Sammon,chebychev,average
744,0.681323559189588,5,Histogram,tSNE,squaredeuclidean,ward
745,0.681313858867894,10,Histogram,tSNE,mahalanobis,ward
746,0.681300043178011,10,Polygon,Laplacian,cosine,centroid
747,0.681168164748223,20,Histogram,LLE,correlation,centroid
748,0.681087549686022,20,Histogram,tSNE,cityblock,complete
749,0.681085859597684,20,Polygon,Laplacian,correlation,single
750,0.68100531599244,10,Histogram,Laplacian,cityblock,average
751,0.68094530243572,20,Histogram,Laplacian,correlation,centroid
752,0.680917512242855,10,Histogram,tSNE,euclidean,complete
753,0.680917512242855,10,Histogram,tSNE,squaredeuclidean,complete
754,0.680917512242855,10,Histogram,tSNE,minkowski,complete
755,0.680912452001406,10,Histogram,tSNE,squaredeuclidean,ward
756,0.680680195690363,5,Histogram,tSNE,seuclidean,median
757,0.68062476933627,20,Histogram,tSNE,euclidean,ward
758,0.68062476933627,20,Histogram,tSNE,minkowski,ward
759,0.680598447588923,20,Polygon,NCA,cosine,average
760,0.680356851086258,10,Histogram,Laplacian,seuclidean,average
761,0.680349516644127,20,Histogram,tSNE,cityblock,ward
762,0.680326867391638,5,Histogram,tSNE,squaredeuclidean,median
763,0.680282413290381,20,Polygon,Laplacian,squaredeuclidean,ward
764,0.680260023834103,20,Polygon,FactorAnalysis,correlation,average
765,0.680228529892817,20,Polygon,LLE,cosine,median
766,0.680142264301187,20,Polygon,LLE,cosine,ward
767,0.680090791850399,20,Polygon,LLE,cityblock,ward
768,0.6799832191227,20,Polygon,Laplacian,cosine,average
769,0.679956094745721,10,Polygon,Laplacian,correlation,median
770,0.679607733133445,5,Histogram,tSNE,euclidean,ward
771,0.679607733133445,5,Histogram,tSNE,minkowski,ward
772,0.679450799595346,20,Polygon,Sammon,cosine,median
773,0.679449678307158,10,Histogram,Laplacian,cityblock,centroid
774,0.679390096691467,20,Polygon,Laplacian,euclidean,weighted
775,0.679390096691467,20,Polygon,Laplacian,minkowski,weighted
776,0.679378335671522,10,Polygon,Laplacian,cityblock,weighted
777,0.679344660705099,20,Histogram,SPE,cosine,median
778,0.679335954096424,20,Polygon,Laplacian,squaredeuclidean,average
779,0.679298287869404,5,Histogram,tSNE,chebychev,average
780,0.679233979613457,2,Polygon,LMNN,correlation,complete
781,0.679233979613457,5,Polygon,LMNN,correlation,complete
782,0.679233979613457,10,Polygon,LMNN,correlation,complete
783,0.679233979613457,20,Polygon,LMNN,correlation,complete
784,0.679195172081858,2,Polygon,LMNN,squaredeuclidean,ward
785,0.679195172081858,5,Polygon,LMNN,squaredeuclidean,ward
786,0.679195172081858,10,Polygon,LMNN,squaredeuclidean,ward
787,0.679195172081858,20,Polygon,LMNN,squaredeuclidean,ward
788,0.679183622026814,20,Polygon,Laplacian,seuclidean,centroid
789,0.679061938858832,20,Polygon,Laplacian,seuclidean,weighted
790,0.678954143485469,20,Histogram,SPE,cityblock,ward
791,0.678874589530504,20,Polygon,Laplacian,squaredeuclidean,median
